seed,fold,inner,task,kernel,lam,mult,sigma,n,scope,chosen,solve_ok
4747,0,2,FI,linear,10.0,2.0,,220,inner,False,True
4747,0,-1,WM,rbf,0.3,2.0,299.80591944701496,329,final,True,True
4747,0,-1,FI,rbf,0.3,2.0,299.80591944701496,329,final,True,True
4747,0,-1,WM,linear,10.0,2.0,,329,final,True,True
4747,0,-1,FI,linear,10.0,2.0,,329,final,True,True
4747,1,0,WM,rbf,0.3,0.5,75.71032474661277,219,inner,False,True
4747,1,0,FI,rbf,0.3,0.5,75.71032474661277,219,inner,False,True
4747,1,0,WM,rbf,1.0,0.5,75.71032474661277,219,inner,False,True
4747,1,0,FI,rbf,1.0,0.5,75.71032474661277,219,inner,False,True
4747,1,0,WM,rbf,3.0,0.5,75.71032474661277,219,inner,False,True
4747,1,0,FI,rbf,3.0,0.5,75.71032474661277,219,inner,False,True
4747,1,0,WM,rbf,10.0,0.5,75.71032474661277,219,inner,False,True
4747,1,0,FI,rbf,10.0,0.5,75.71032474661277,219,inner,False,True
4747,1,0,WM,rbf,0.3,1.0,151.42064949322554,219,inner,False,True
4747,1,0,FI,rbf,0.3,1.0,151.42064949322554,219,inner,False,True
4747,1,0,WM,rbf,1.0,1.0,151.42064949322554,219,inner,False,True
4747,1,0,FI,rbf,1.0,1.0,151.42064949322554,219,inner,False,True
4747,1,0,WM,rbf,3.0,1.0,151.42064949322554,219,inner,False,True
4747,1,0,FI,rbf,3.0,1.0,151.42064949322554,219,inner,False,True
4747,1,0,WM,rbf,10.0,1.0,151.42064949322554,219,inner,False,True
4747,1,0,FI,rbf,10.0,1.0,151.42064949322554,219,inner,False,True
4747,1,0,WM,rbf,0.3,2.0,302.8412989864511,219,inner,False,True
4747,1,0,FI,rbf,0.3,2.0,302.8412989864511,219,inner,False,True
4747,1,0,WM,rbf,1.0,2.0,302.8412989864511,219,inner,False,True
4747,1,0,FI,rbf,1.0,2.0,302.8412989864511,219,inner,False,True
4747,1,0,WM,rbf,3.0,2.0,302.8412989864511,219,inner,False,True
4747,1,0,FI,rbf,3.0,2.0,302.8412989864511,219,inner,False,True
4747,1,0,WM,rbf,10.0,2.0,302.8412989864511,219,inner,False,True
4747,1,0,FI,rbf,10.0,2.0,302.8412989864511,219,inner,False,True
4747,1,0,WM,linear,0.3,0.5,,219,inner,False,True
4747,1,0,FI,linear,0.3,0.5,,219,inner,False,True
4747,1,0,WM,linear,1.0,0.5,,219,inner,False,True
4747,1,0,FI,linear,1.0,0.5,,219,inner,False,True
4747,1,0,WM,linear,3.0,0.5,,219,inner,False,True
4747,1,0,FI,linear,3.0,0.5,,219,inner,False,True
4747,1,0,WM,linear,10.0,0.5,,219,inner,False,True
4747,1,0,FI,linear,10.0,0.5,,219,inner,False,True
4747,1,0,WM,linear,0.3,1.0,,219,inner,False,True
4747,1,0,FI,linear,0.3,1.0,,219,inner,False,True
4747,1,0,WM,linear,1.0,1.0,,219,inner,False,True
4747,1,0,FI,linear,1.0,1.0,,219,inner,False,True
4747,1,0,WM,linear,3.0,1.0,,219,inner,False,True
4747,1,0,FI,linear,3.0,1.0,,219,inner,False,True
4747,1,0,WM,linear,10.0,1.0,,219,inner,False,True
4747,1,0,FI,linear,10.0,1.0,,219,inner,False,True
4747,1,0,WM,linear,0.3,2.0,,219,inner,False,True
4747,1,0,FI,linear,0.3,2.0,,219,inner,False,True
4747,1,0,WM,linear,1.0,2.0,,219,inner,False,True
4747,1,0,FI,linear,1.0,2.0,,219,inner,False,True
4747,1,0,WM,linear,3.0,2.0,,219,inner,False,True
4747,1,0,FI,linear,3.0,2.0,,219,inner,False,True
4747,1,0,WM,linear,10.0,2.0,,219,inner,False,True
4747,1,0,FI,linear,10.0,2.0,,219,inner,False,True
4747,1,1,WM,rbf,0.3,0.5,76.0329093877317,219,inner,False,True
4747,1,1,FI,rbf,0.3,0.5,76.0329093877317,219,inner,False,True
4747,1,1,WM,rbf,1.0,0.5,76.0329093877317,219,inner,False,True
4747,1,1,FI,rbf,1.0,0.5,76.0329093877317,219,inner,False,True
4747,1,1,WM,rbf,3.0,0.5,76.0329093877317,219,inner,False,True
4747,1,1,FI,rbf,3.0,0.5,76.0329093877317,219,inner,False,True
4747,1,1,WM,rbf,10.0,0.5,76.0329093877317,219,inner,False,True
4747,1,1,FI,rbf,10.0,0.5,76.0329093877317,219,inner,False,True
4747,1,1,WM,rbf,0.3,1.0,152.0658187754634,219,inner,False,True
4747,1,1,FI,rbf,0.3,1.0,152.0658187754634,219,inner,False,True
4747,1,1,WM,rbf,1.0,1.0,152.0658187754634,219,inner,False,True
4747,1,1,FI,rbf,1.0,1.0,152.0658187754634,219,inner,False,True
4747,1,1,WM,rbf,3.0,1.0,152.0658187754634,219,inner,False,True
4747,1,1,FI,rbf,3.0,1.0,152.0658187754634,219,inner,False,True
4747,1,1,WM,rbf,10.0,1.0,152.0658187754634,219,inner,False,True
4747,1,1,FI,rbf,10.0,1.0,152.0658187754634,219,inner,False,True
4747,1,1,WM,rbf,0.3,2.0,304.1316375509268,219,inner,False,True
4747,1,1,FI,rbf,0.3,2.0,304.1316375509268,219,inner,False,True
4747,1,1,WM,rbf,1.0,2.0,304.1316375509268,219,inner,False,True
4747,1,1,FI,rbf,1.0,2.0,304.1316375509268,219,inner,False,True
4747,1,1,WM,rbf,3.0,2.0,304.1316375509268,219,inner,False,True
4747,1,1,FI,rbf,3.0,2.0,304.1316375509268,219,inner,False,True
4747,1,1,WM,rbf,10.0,2.0,304.1316375509268,219,inner,False,True
4747,1,1,FI,rbf,10.0,2.0,304.1316375509268,219,inner,False,True
4747,1,1,WM,linear,0.3,0.5,,219,inner,False,True
4747,1,1,FI,linear,0.3,0.5,,219,inner,False,True
4747,1,1,WM,linear,1.0,0.5,,219,inner,False,True
4747,1,1,FI,linear,1.0,0.5,,219,inner,False,True
4747,1,1,WM,linear,3.0,0.5,,219,inner,False,True
4747,1,1,FI,linear,3.0,0.5,,219,inner,False,True
4747,1,1,WM,linear,10.0,0.5,,219,inner,False,True
4747,1,1,FI,linear,10.0,0.5,,219,inner,False,True
4747,1,1,WM,linear,0.3,1.0,,219,inner,False,True
4747,1,1,FI,linear,0.3,1.0,,219,inner,False,True
4747,1,1,WM,linear,1.0,1.0,,219,inner,False,True
4747,1,1,FI,linear,1.0,1.0,,219,inner,False,True
4747,1,1,WM,linear,3.0,1.0,,219,inner,False,True
4747,1,1,FI,linear,3.0,1.0,,219,inner,False,True
4747,1,1,WM,linear,10.0,1.0,,219,inner,False,True
4747,1,1,FI,linear,10.0,1.0,,219,inner,False,True
4747,1,1,WM,linear,0.3,2.0,,219,inner,False,True
4747,1,1,FI,linear,0.3,2.0,,219,inner,False,True
4747,1,1,WM,linear,1.0,2.0,,219,inner,False,True
4747,1,1,FI,linear,1.0,2.0,,219,inner,False,True
4747,1,1,WM,linear,3.0,2.0,,219,inner,False,True
4747,1,1,FI,linear,3.0,2.0,,219,inner,False,True
4747,1,1,WM,linear,10.0,2.0,,219,inner,False,True
4747,1,1,FI,linear,10.0,2.0,,219,inner,False,True
4747,1,2,WM,rbf,0.3,0.5,74.91413463492181,220,inner,False,True
4747,1,2,FI,rbf,0.3,0.5,74.91413463492181,220,inner,False,True
4747,1,2,WM,rbf,1.0,0.5,74.91413463492181,220,inner,False,True
4747,1,2,FI,rbf,1.0,0.5,74.91413463492181,220,inner,False,True
4747,1,2,WM,rbf,3.0,0.5,74.91413463492181,220,inner,False,True
4747,1,2,FI,rbf,3.0,0.5,74.91413463492181,220,inner,False,True
4747,1,2,WM,rbf,10.0,0.5,74.91413463492181,220,inner,False,True
4747,1,2,FI,rbf,10.0,0.5,74.91413463492181,220,inner,False,True
4747,1,2,WM,rbf,0.3,1.0,149.82826926984362,220,inner,False,True
4747,1,2,FI,rbf,0.3,1.0,149.82826926984362,220,inner,False,True
4747,1,2,WM,rbf,1.0,1.0,149.82826926984362,220,inner,False,True
4747,1,2,FI,rbf,1.0,1.0,149.82826926984362,220,inner,False,True
4747,1,2,WM,rbf,3.0,1.0,149.82826926984362,220,inner,False,True
4747,1,2,FI,rbf,3.0,1.0,149.82826926984362,220,inner,False,True
4747,1,2,WM,rbf,10.0,1.0,149.82826926984362,220,inner,False,True
4747,1,2,FI,rbf,10.0,1.0,149.82826926984362,220,inner,False,True
4747,1,2,WM,rbf,0.3,2.0,299.65653853968723,220,inner,False,True
4747,1,2,FI,rbf,0.3,2.0,299.65653853968723,220,inner,False,True
4747,1,2,WM,rbf,1.0,2.0,299.65653853968723,220,inner,False,True
4747,1,2,FI,rbf,1.0,2.0,299.65653853968723,220,inner,False,True
4747,1,2,WM,rbf,3.0,2.0,299.65653853968723,220,inner,False,True
4747,1,2,FI,rbf,3.0,2.0,299.65653853968723,220,inner,False,True
4747,1,2,WM,rbf,10.0,2.0,299.65653853968723,220,inner,False,True
4747,1,2,FI,rbf,10.0,2.0,299.65653853968723,220,inner,False,True
4747,1,2,WM,linear,0.3,0.5,,220,inner,False,True
4747,1,2,FI,linear,0.3,0.5,,220,inner,False,True
4747,1,2,WM,linear,1.0,0.5,,220,inner,False,True
4747,1,2,FI,linear,1.0,0.5,,220,inner,False,True
4747,1,2,WM,linear,3.0,0.5,,220,inner,False,True
4747,1,2,FI,linear,3.0,0.5,,220,inner,False,True
4747,1,2,WM,linear,10.0,0.5,,220,inner,False,True
4747,1,2,FI,linear,10.0,0.5,,220,inner,False,True
4747,1,2,WM,linear,0.3,1.0,,220,inner,False,True
4747,1,2,FI,linear,0.3,1.0,,220,inner,False,True
4747,1,2,WM,linear,1.0,1.0,,220,inner,False,True
4747,1,2,FI,linear,1.0,1.0,,220,inner,False,True
4747,1,2,WM,linear,3.0,1.0,,220,inner,False,True
4747,1,2,FI,linear,3.0,1.0,,220,inner,False,True
4747,1,2,WM,linear,10.0,1.0,,220,inner,False,True
4747,1,2,FI,linear,10.0,1.0,,220,inner,False,True
4747,1,2,WM,linear,0.3,2.0,,220,inner,False,True
4747,1,2,FI,linear,0.3,2.0,,220,inner,False,True
4747,1,2,WM,linear,1.0,2.0,,220,inner,False,True
4747,1,2,FI,linear,1.0,2.0,,220,inner,False,True
4747,1,2,WM,linear,3.0,2.0,,220,inner,False,True
4747,1,2,FI,linear,3.0,2.0,,220,inner,False,True
4747,1,2,WM,linear,10.0,2.0,,220,inner,False,True
4747,1,2,FI,linear,10.0,2.0,,220,inner,False,True
4747,1,-1,WM,rbf,1.0,0.5,75.00420555404646,329,final,True,True
4747,1,-1,FI,rbf,3.0,2.0,300.01682221618586,329,final,True,True
4747,1,-1,WM,linear,10.0,2.0,,329,final,True,True
4747,1,-1,FI,linear,10.0,2.0,,329,final,True,True
4747,2,0,WM,rbf,0.3,0.5,75.12118739381009,220,inner,False,True
4747,2,0,FI,rbf,0.3,0.5,75.12118739381009,220,inner,False,True
4747,2,0,WM,rbf,1.0,0.5,75.12118739381009,220,inner,False,True
4747,2,0,FI,rbf,1.0,0.5,75.12118739381009,220,inner,False,True
4747,2,0,WM,rbf,3.0,0.5,75.12118739381009,220,inner,False,True
4747,2,0,FI,rbf,3.0,0.5,75.12118739381009,220,inner,False,True
4747,2,0,WM,rbf,10.0,0.5,75.12118739381009,220,inner,False,True
4747,2,0,FI,rbf,10.0,0.5,75.12118739381009,220,inner,False,True
4747,2,0,WM,rbf,0.3,1.0,150.24237478762018,220,inner,False,True
4747,2,0,FI,rbf,0.3,1.0,150.24237478762018,220,inner,False,True
4747,2,0,WM,rbf,1.0,1.0,150.24237478762018,220,inner,False,True
4747,2,0,FI,rbf,1.0,1.0,150.24237478762018,220,inner,False,True
4747,2,0,WM,rbf,3.0,1.0,150.24237478762018,220,inner,False,True
4747,2,0,FI,rbf,3.0,1.0,150.24237478762018,220,inner,False,True
4747,2,0,WM,rbf,10.0,1.0,150.24237478762018,220,inner,False,True
4747,2,0,FI,rbf,10.0,1.0,150.24237478762018,220,inner,False,True
4747,2,0,WM,rbf,0.3,2.0,300.48474957524036,220,inner,False,True
4747,2,0,FI,rbf,0.3,2.0,300.48474957524036,220,inner,False,True
4747,2,0,WM,rbf,1.0,2.0,300.48474957524036,220,inner,False,True
4747,2,0,FI,rbf,1.0,2.0,300.48474957524036,220,inner,False,True
4747,2,0,WM,rbf,3.0,2.0,300.48474957524036,220,inner,False,True
4747,2,0,FI,rbf,3.0,2.0,300.48474957524036,220,inner,False,True
4747,2,0,WM,rbf,10.0,2.0,300.48474957524036,220,inner,False,True
4747,2,0,FI,rbf,10.0,2.0,300.48474957524036,220,inner,False,True
4747,2,0,WM,linear,0.3,0.5,,220,inner,False,True
4747,2,0,FI,linear,0.3,0.5,,220,inner,False,True
4747,2,0,WM,linear,1.0,0.5,,220,inner,False,True
4747,2,0,FI,linear,1.0,0.5,,220,inner,False,True
4747,2,0,WM,linear,3.0,0.5,,220,inner,False,True
4747,2,0,FI,linear,3.0,0.5,,220,inner,False,True
4747,2,0,WM,linear,10.0,0.5,,220,inner,False,True
4747,2,0,FI,linear,10.0,0.5,,220,inner,False,True
4747,2,0,WM,linear,0.3,1.0,,220,inner,False,True
4747,2,0,FI,linear,0.3,1.0,,220,inner,False,True
4747,2,0,WM,linear,1.0,1.0,,220,inner,False,True
4747,2,0,FI,linear,1.0,1.0,,220,inner,False,True
4747,2,0,WM,linear,3.0,1.0,,220,inner,False,True
4747,2,0,FI,linear,3.0,1.0,,220,inner,False,True
4747,2,0,WM,linear,10.0,1.0,,220,inner,False,True
4747,2,0,FI,linear,10.0,1.0,,220,inner,False,True
4747,2,0,WM,linear,0.3,2.0,,220,inner,False,True
4747,2,0,FI,linear,0.3,2.0,,220,inner,False,True
4747,2,0,WM,linear,1.0,2.0,,220,inner,False,True
4747,2,0,FI,linear,1.0,2.0,,220,inner,False,True
4747,2,0,WM,linear,3.0,2.0,,220,inner,False,True
4747,2,0,FI,linear,3.0,2.0,,220,inner,False,True
4747,2,0,WM,linear,10.0,2.0,,220,inner,False,True
4747,2,0,FI,linear,10.0,2.0,,220,inner,False,True
4747,2,1,WM,rbf,0.3,0.5,74.72137415466031,220,inner,False,True
4747,2,1,FI,rbf,0.3,0.5,74.72137415466031,220,inner,False,True
4747,2,1,WM,rbf,1.0,0.5,74.72137415466031,220,inner,False,True
4747,2,1,FI,rbf,1.0,0.5,74.72137415466031,220,inner,False,True
4747,2,1,WM,rbf,3.0,0.5,74.72137415466031,220,inner,False,True
4747,2,1,FI,rbf,3.0,0.5,74.72137415466031,220,inner,False,True
4747,2,1,WM,rbf,10.0,0.5,74.72137415466031,220,inner,False,True
4747,2,1,FI,rbf,10.0,0.5,74.72137415466031,220,inner,False,True
4747,2,1,WM,rbf,0.3,1.0,149.44274830932062,220,inner,False,True
4747,2,1,FI,rbf,0.3,1.0,149.44274830932062,220,inner,False,True
4747,2,1,WM,rbf,1.0,1.0,149.44274830932062,220,inner,False,True
4747,2,1,FI,rbf,1.0,1.0,149.44274830932062,220,inner,False,True
4747,2,1,WM,rbf,3.0,1.0,149.44274830932062,220,inner,False,True
4747,2,1,FI,rbf,3.0,1.0,149.44274830932062,220,inner,False,True
4747,2,1,WM,rbf,10.0,1.0,149.44274830932062,220,inner,False,True
4747,2,1,FI,rbf,10.0,1.0,149.44274830932062,220,inner,False,True
4747,2,1,WM,rbf,0.3,2.0,298.88549661864124,220,inner,False,True
4747,2,1,FI,rbf,0.3,2.0,298.88549661864124,220,inner,False,True
4747,2,1,WM,rbf,1.0,2.0,298.88549661864124,220,inner,False,True
4747,2,1,FI,rbf,1.0,2.0,298.88549661864124,220,inner,False,True
4747,2,1,WM,rbf,3.0,2.0,298.88549661864124,220,inner,False,True
4747,2,1,FI,rbf,3.0,2.0,298.88549661864124,220,inner,False,True
4747,2,1,WM,rbf,10.0,2.0,298.88549661864124,220,inner,False,True
4747,2,1,FI,rbf,10.0,2.0,298.88549661864124,220,inner,False,True
4747,2,1,WM,linear,0.3,0.5,,220,inner,False,True
4747,2,1,FI,linear,0.3,0.5,,220,inner,False,True
4747,2,1,WM,linear,1.0,0.5,,220,inner,False,True
4747,2,1,FI,linear,1.0,0.5,,220,inner,False,True
4747,2,1,WM,linear,3.0,0.5,,220,inner,False,True
4747,2,1,FI,linear,3.0,0.5,,220,inner,False,True
4747,2,1,WM,linear,10.0,0.5,,220,inner,False,True
4747,2,1,FI,linear,10.0,0.5,,220,inner,False,True
4747,2,1,WM,linear,0.3,1.0,,220,inner,False,True
4747,2,1,FI,linear,0.3,1.0,,220,inner,False,True
4747,2,1,WM,linear,1.0,1.0,,220,inner,False,True
4747,2,1,FI,linear,1.0,1.0,,220,inner,False,True
4747,2,1,WM,linear,3.0,1.0,,220,inner,False,True
4747,2,1,FI,linear,3.0,1.0,,220,inner,False,True
4747,2,1,WM,linear,10.0,1.0,,220,inner,False,True
4747,2,1,FI,linear,10.0,1.0,,220,inner,False,True
4747,2,1,WM,linear,0.3,2.0,,220,inner,False,True
4747,2,1,FI,linear,0.3,2.0,,220,inner,False,True
4747,2,1,WM,linear,1.0,2.0,,220,inner,False,True
4747,2,1,FI,linear,1.0,2.0,,220,inner,False,True
4747,2,1,WM,linear,3.0,2.0,,220,inner,False,True
4747,2,1,FI,linear,3.0,2.0,,220,inner,False,True
4747,2,1,WM,linear,10.0,2.0,,220,inner,False,True
4747,2,1,FI,linear,10.0,2.0,,220,inner,False,True
4747,2,2,WM,rbf,0.3,0.5,74.81916322315107,220,inner,False,True
4747,2,2,FI,rbf,0.3,0.5,74.81916322315107,220,inner,False,True
4747,2,2,WM,rbf,1.0,0.5,74.81916322315107,220,inner,False,True
4747,2,2,FI,rbf,1.0,0.5,74.81916322315107,220,inner,False,True
4747,2,2,WM,rbf,3.0,0.5,74.81916322315107,220,inner,False,True
