system_a,system_b,pair_name,n_seeds,median_score,mean_score,std_score,min_score,max_score,normalized_score
SM,SUBCORTICAL,SM-SUBCORTICAL,0,0.035099083741743,0.035099083741743,0.0,0.035099083741743,0.035099083741743,0.035711671863003
SM,CEREBELLAR,SM-CEREBELLAR,0,0.0429661197528233,0.0429661197528233,0.0,0.0429661197528233,0.0429661197528233,0.0443092465511895
DATN,DATN,DATN,0,0.9174515235457068,0.9174515235457068,0.0,0.9174515235457068,0.9174515235457068,1.0
DATN,LIMBIC,DATN-LIMBIC,0,0.5675346260387812,0.5675346260387812,0.0,0.5675346260387812,0.5675346260387812,0.6175895652775615
DATN,FPN,DATN-FPN,0,0.0941089566020313,0.0941089566020313,0.0,0.0941089566020313,0.0941089566020313,0.1002012443706355
DATN,DMN,DATN-DMN,0,0.4819722991689751,0.4819722991689751,0.0,0.4819722991689751,0.4819722991689751,0.5240818585984395
DATN,VAS,DATN-VAS,0,0.5204001231148048,0.5204001231148048,0.0,0.5204001231148048,0.5204001231148048,0.5660781181825346
DATN,SUBCORTICAL,DATN-SUBCORTICAL,0,0.292409972299169,0.292409972299169,0.0,0.292409972299169,0.292409972299169,0.3169166363935162
DATN,CEREBELLAR,DATN-CEREBELLAR,0,0.3579501385041552,0.3579501385041552,0.0,0.3579501385041552,0.3579501385041552,0.3885429100281972
LIMBIC,LIMBIC,LIMBIC,0,0.3447144176230049,0.3447144176230049,0.0,0.3447144176230049,0.3447144176230049,0.3740781104941154
LIMBIC,FPN,LIMBIC-FPN,0,0.0582086795937211,0.0582086795937211,0.0,0.0582086795937211,0.0582086795937211,0.0609672415682068
LIMBIC,DMN,LIMBIC-DMN,0,0.2981115947764148,0.2981115947764148,0.0,0.2981115947764148,0.2981115947764148,0.3231477156745723
LIMBIC,VAS,LIMBIC-VAS,0,0.321880138943851,0.321880138943851,0.0,0.321880138943851,0.321880138943851,0.3491234241143422
LIMBIC,SUBCORTICAL,LIMBIC-SUBCORTICAL,0,0.1808626830233478,0.1808626830233478,0.0,0.1808626830233478,0.1808626830233478,0.1950109848288268
LIMBIC,CEREBELLAR,LIMBIC-CEREBELLAR,0,0.2214008705975465,0.2214008705975465,0.0,0.2214008705975465,0.2214008705975465,0.2393135779403878
FPN,FPN,FPN,0,0.0094686476957945,0.0094686476957945,0.0,0.0094686476957945,0.0094686476957945,0.0077011749127582
FPN,DMN,FPN-DMN,0,0.049433056325023,0.049433056325023,0.0,0.049433056325023,0.049433056325023,0.0513767075498352
FPN,VAS,FPN-VAS,0,0.0533743716015184,0.0533743716015184,0.0,0.0533743716015184,0.0533743716015184,0.0556840162251271
FPN,SUBCORTICAL,FPN-SUBCORTICAL,0,0.0299907663896583,0.0299907663896583,0.0,0.0299907663896583,0.0299907663896583,0.0301289924518945
FPN,CEREBELLAR,FPN-CEREBELLAR,0,0.0367128347183749,0.0367128347183749,0.0,0.0367128347183749,0.0367128347183749,0.0374752769272464
DMN,DMN,DMN,0,0.2444863034779932,0.2444863034779932,0.0,0.2444863034779932,0.2444863034779932,0.2645427408829764
DMN,VAS,DMN-VAS,0,0.2733530317020622,0.2733530317020622,0.0,0.2733530317020622,0.2733530317020622,0.2960900544532284
DMN,SUBCORTICAL,DMN-SUBCORTICAL,0,0.1535955678670358,0.1535955678670358,0.0,0.1535955678670358,0.1535955678670358,0.1652118255574582
DMN,CEREBELLAR,DMN-CEREBELLAR,0,0.1880221606648199,0.1880221606648199,0.0,0.1880221606648199,0.1880221606648199,0.2028352967633676
VAS,VAS,VAS,0,0.2889634819763547,0.2889634819763547,0.0,0.2889634819763547,0.2889634819763547,0.313150102476451
VAS,SUBCORTICAL,VAS-SUBCORTICAL,0,0.1658417974761465,0.1658417974761465,0.0,0.1658417974761465,0.1658417974761465,0.1785952489414007
VAS,CEREBELLAR,VAS-CEREBELLAR,0,0.2030132348414897,0.2030132348414897,0.0,0.2030132348414897,0.2030132348414897,0.2192184529747454
SUBCORTICAL,SUBCORTICAL,SUBCORTICAL,0,0.0917743752092782,0.0917743752092782,0.0,0.0917743752092782,0.0917743752092782,0.0976498720543558
SUBCORTICAL,CEREBELLAR,SUBCORTICAL-CEREBELLAR,0,0.1140720221606648,0.1140720221606648,0.0,0.1140720221606648,0.1140720221606648,0.1220180946944141
CEREBELLAR,CEREBELLAR,CEREBELLAR,0,0.1381540166204987,0.1381540166204987,0.0,0.1381540166204987,0.1381540166204987,0.1483363606483644
