system_a,system_b,pair_name,n_seeds,median_score,mean_score,std_score,min_score,max_score,normalized_score
LIMBIC,SUBCORTICAL,LIMBIC-SUBCORTICAL,0,0.1314956783962284,0.1314956783962284,0.0,0.1314956783962284,0.1314956783962284,0.0095740613708727
LIMBIC,CEREBELLAR,LIMBIC-CEREBELLAR,0,0.1185578209511612,0.1185578209511612,0.0,0.1185578209511612,0.1185578209511612,0.0127151645542437
FPN,FPN,FPN,0,0.0430072490426288,0.0430072490426288,0.0,0.0430072490426288,0.0430072490426288,0.1903470022673044
FPN,DMN,FPN-DMN,0,0.1387973561490731,0.1387973561490731,0.0,0.1387973561490731,0.1387973561490731,0.0092551647194308
FPN,VAS,FPN-VAS,0,0.0821412665990073,0.0821412665990073,0.0,0.0821412665990073,0.0821412665990073,0.0501342138332795
FPN,SUBCORTICAL,FPN-SUBCORTICAL,0,0.055635388621861,0.055635388621861,0.0,0.055635388621861,0.055635388621861,0.2360074816357718
FPN,CEREBELLAR,FPN-CEREBELLAR,0,0.0501614237306224,0.0501614237306224,0.0,0.0501614237306224,0.0501614237306224,0.1239940670551936
DMN,DMN,DMN,0,0.4266029470330546,0.4266029470330546,0.0,0.4266029470330546,0.4266029470330546,0.1430495634931176
DMN,VAS,DMN-VAS,0,0.257119641320127,0.257119641320127,0.0,0.257119641320127,0.257119641320127,0.0589327262186956
DMN,SUBCORTICAL,DMN-SUBCORTICAL,0,0.1741506037031531,0.1741506037031531,0.0,0.1741506037031531,0.1741506037031531,0.011192764626926
DMN,CEREBELLAR,DMN-CEREBELLAR,0,0.1570159289201952,0.1570159289201952,0.0,0.1570159289201952,0.1570159289201952,0.0573374516546586
VAS,VAS,VAS,0,0.1467780853428974,0.1467780853428974,0.0,0.1467780853428974,0.1467780853428974,0.2311525438030398
VAS,SUBCORTICAL,VAS-SUBCORTICAL,0,0.1030635709789369,0.1030635709789369,0.0,0.1030635709789369,0.1030635709789369,0.1261315036556572
VAS,CEREBELLAR,VAS-CEREBELLAR,0,0.0929231480740326,0.0929231480740326,0.0,0.0929231480740326,0.0929231480740326,0.0638954821107963
SUBCORTICAL,SUBCORTICAL,SUBCORTICAL,0,0.0679250221393821,0.0679250221393821,0.0,0.0679250221393821,0.0679250221393821,0.0447004819519339
SUBCORTICAL,CEREBELLAR,SUBCORTICAL-CEREBELLAR,0,0.062938102480246,0.062938102480246,0.0,0.062938102480246,0.062938102480246,0.0263890839014243
CEREBELLAR,CEREBELLAR,CEREBELLAR,0,0.0557496197870807,0.0557496197870807,0.0,0.0557496197870807,0.0557496197870807,0.1777560609717306
